supplement_id,name,category,target_goal,ingredients,dosage,price_range,brand,size,form,price_lkr,price_range_lkr,currency,store_name,price_source,last_checked,data_type,price_note,rating
S1773,OptiWell L-Carnitine,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,Allmax Nutrition,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1774,NutriMax Electrolyte Mix Basic,Hydration,Hair and Skin,sodium; potassium; magnesium,during workout,Low,ABE,1 serving-300g,powder,3500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1775,CeyFit BCAA Pro,Amino Acid,Energy Boost,leucine; isoleucine; valine,5-10g during/after workout,Medium,TNT,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1776,ProNutra Glucosamine Chondroitin Advanced,Joint,Endurance,glucosamine; chondroitin,1 tablet with meal,Medium,Generic Joint Support,60-120 count,tablet,12100,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1777,ActiveFuel Multivitamin Advanced,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,High,NOW Foods,60-120 count,tablet,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S1778,CeyFit BCAA,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,Allmax Nutrition,300g-500g,powder,25000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1779,ActiveFuel Green Tea Extract Basic,Herbal,Hair and Skin,green tea extract; caffeine,1 capsule morning,Medium,Nutricost,60-120 count,capsule,11300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1780,FitCore Vitamin C,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,NOW Foods,60-120 count,tablet,2000,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1781,PureForm Casein Protein Plus,Protein,Recovery,casein protein,1 scoop before sleep,Medium,Dymatize,2lb-5lb,powder,29000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S1782,VitaLab Probiotic Complex,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,ProNutra,60-120 count,capsule,11000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1783,BioActive Beta-Alanine,Performance,Weight Loss,beta-alanine,2-3g daily,Low,Cellucor,300g-500g,powder,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1784,CeyFit Vitamin C Pro,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,Generic Wellness,60-120 count,tablet,4300,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1785,NutriMax Multivitamin Advanced,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,21st Century,60-120 count,tablet,3100,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S1786,FitCore Omega-3 Fish Oil Ultra,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1787,ActiveFuel BCAA Pro,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,TNT,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S1788,OptiWell BCAA Basic,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,Allmax Nutrition,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1789,StrongLife Omega-3 Fish Oil Basic,Fatty Acid,Joint Support,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,NOW Foods,60-120 count,softgel,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1790,ActiveFuel Casein Protein Advanced,Protein,Heart Health,casein protein,1 scoop before sleep,Medium,Optimum Nutrition,2lb-5lb,powder,42500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S1791,HealthPlus Collagen Peptides,Protein,Hair and Skin,collagen peptides; vitamin C,1 scoop daily,High,Mutant,2lb-5lb,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.2
S1792,ActiveFuel Electrolyte Mix,Hydration,Endurance,sodium; potassium; magnesium,during workout,Low,BioActive,1 serving-300g,powder,2500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1793,BioActive Calcium Magnesium Zinc Pro,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,Generic Wellness,60-120 count,tablet,6600,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S1794,WellGen L-Carnitine Basic,Amino Acid,Immunity,L-carnitine,1 serving before workout,Medium,BPI,300g-500g,powder,25000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1795,CeyFit Omega-3 Fish Oil Advanced,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,High,Nature Made,60-120 count,softgel,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S1796,NutriMax Beta-Alanine Plus,Performance,Endurance,beta-alanine,2-3g daily,Low,BSN,300g-500g,powder,8000,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1797,WellGen Vitamin C Plus,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Medium,21st Century,60-120 count,tablet,8300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1798,ActiveFuel Vitamin D3 Pro,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Nature Made,60-120 count,capsule,2200,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S1799,ActiveFuel Multivitamin Advanced,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Generic Wellness,60-120 count,tablet,4200,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1800,StrongLife Collagen Peptides,Protein,Hair and Skin,collagen peptides; vitamin C,1 scoop daily,High,Rule 1,2lb-5lb,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1801,NutriMax Whey Protein Advanced,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Applied Nutrition,2lb-5lb,powder,32500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S1802,NutriMax Casein Protein Pro,Protein,Recovery,casein protein,1 scoop before sleep,Medium,Optimum Nutrition,2lb-5lb,powder,29000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1803,ActiveFuel Creatine Monohydrate,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Allmax Nutrition,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S1804,ProNutra Ashwagandha Advanced,Herbal,Bone Health,ashwagandha extract,1 capsule evening,Medium,NOW Foods,60-120 count,capsule,9700,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1805,ProNutra Creatine Monohydrate Plus,Performance,Immunity,creatine monohydrate,3-5g daily,Low,BSN,300g-500g,powder,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S1806,ActiveFuel Collagen Peptides Pro,Protein,Hair and Skin,collagen peptides; vitamin C,1 scoop daily,High,Generic Sports Nutrition,2lb-5lb,powder,17500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1807,ProNutra Calcium Magnesium Zinc Pro,Mineral,Bone Health,calcium; magnesium; zinc,1 tablet after meal,Medium,21st Century,60-120 count,tablet,6600,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1808,VitaLab Pre-Workout Caffeine Pro,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Cellucor,300g-500g,powder,9900,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1809,CeyFit Iron Supplement Ultra,Mineral,Heart Health,iron ferrous bisglycinate,1 tablet between meals,Low,21st Century,60-120 count,tablet,3400,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1810,PureForm Casein Protein Pro,Protein,Recovery,casein protein,1 scoop before sleep,High,Mutant,2lb-5lb,powder,42500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1811,BioActive Creatine Monohydrate Ultra,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Allmax Nutrition,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S1812,ProNutra Vitamin C Advanced,Vitamin,Weight Loss,ascorbic acid,1 tablet after meal,Low,Applied Nutrition,60-120 count,tablet,2800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S1813,CeyFit Vitamin C Ultra,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,Applied Nutrition,60-120 count,tablet,1800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1814,NutriMax Probiotic Complex Plus,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,Nutricost,60-120 count,capsule,10300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S1815,PureForm Green Tea Extract Basic,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Low,Generic Herbal,60-120 count,capsule,3600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1816,PureForm Vitamin D3 Pro,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,21st Century,60-120 count,capsule,3600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1817,HealthPlus Omega-3 Fish Oil Ultra,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,NOW Foods,60-120 count,softgel,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S1818,OptiWell Creatine Monohydrate Ultra,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Nutricost,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1819,OptiWell Vitamin C Pro,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,Nature Made,60-120 count,tablet,2800,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1820,HealthPlus Pre-Workout Caffeine Advanced,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Applied Nutrition,300g-500g,powder,11100,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S1821,BioActive Electrolyte Mix Pro,Hydration,Recovery,sodium; potassium; magnesium,during workout,Low,ABE,1 serving-300g,powder,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1822,BioActive Casein Protein Basic,Protein,Recovery,casein protein,1 scoop before sleep,Medium,Optimum Nutrition,2lb-5lb,powder,42500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1823,NutriMax Creatine Monohydrate Plus,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Medium,Generic Performance,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S1824,OptiWell Multivitamin Pro,Vitamin,Recovery,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,High,Generic Wellness,60-120 count,tablet,9100,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S1825,CeyFit Multivitamin Basic,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,NOW Foods,60-120 count,tablet,2700,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1826,VitaLab Pre-Workout Caffeine Pro,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Allmax Nutrition,300g-500g,powder,12400,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1827,VitaLab Vitamin D3,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Applied Nutrition,60-120 count,capsule,3700,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S1828,WellGen Probiotic Complex Basic,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,ProNutra,60-120 count,capsule,13000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1829,CeyFit Iron Supplement,Mineral,Joint Support,iron ferrous bisglycinate,1 tablet between meals,Low,21st Century,60-120 count,tablet,3400,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1830,PureForm Vitamin C Ultra,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,21st Century,60-120 count,tablet,2400,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1831,FitCore Vitamin D3 Ultra,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,Applied Nutrition,60-120 count,capsule,3900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S1832,StrongLife Calcium Magnesium Zinc Ultra,Mineral,Recovery,calcium; magnesium; zinc,1 tablet after meal,Medium,Generic Wellness,60-120 count,tablet,8400,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1833,BioActive Green Tea Extract,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,Generic Herbal,60-120 count,capsule,8800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.5
S1834,BioActive Turmeric Curcumin Ultra,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,High,Generic Herbal,60-120 count,capsule,12800,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1835,CeyFit Multivitamin Plus,Vitamin,Heart Health,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Nature Made,60-120 count,tablet,2400,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S1836,BioActive Electrolyte Mix,Hydration,Hair and Skin,sodium; potassium; magnesium,during workout,Low,Generic Hydration,1 serving-300g,powder,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1837,ProNutra Omega-3 Fish Oil Plus,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1838,FitCore Iron Supplement,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,21st Century,60-120 count,tablet,2600,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.4
S1839,StrongLife Vitamin C Pro,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,Applied Nutrition,60-120 count,tablet,3200,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1840,StrongLife Creatine Monohydrate,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Allmax Nutrition,300g-500g,powder,14500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S1841,StrongLife L-Carnitine Pro,Amino Acid,Energy Boost,L-carnitine,1 serving before workout,Medium,TNT,300g-500g,powder,25000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.4
S1842,HealthPlus Probiotic Complex Plus,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,NOW Foods,60-120 count,capsule,11100,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1843,OptiWell BCAA Basic,Amino Acid,General Wellness,leucine; isoleucine; valine,5-10g during/after workout,Low,Applied Nutrition,300g-500g,powder,8800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1844,VitaLab Omega-3 Fish Oil Ultra,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,High,Nature Made,60-120 count,softgel,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1845,PureForm Green Tea Extract Advanced,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,NOW Foods,60-120 count,capsule,9600,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1846,VitaLab Turmeric Curcumin Plus,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,Medium,Himalaya,60-120 count,capsule,5800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S1847,OptiWell Glucosamine Chondroitin Ultra,Joint,Joint Support,glucosamine; chondroitin,1 tablet with meal,Medium,NOW Foods,60-120 count,tablet,13900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1848,ActiveFuel Creatine Monohydrate Pro,Performance,Muscle Gain,creatine monohydrate,3-5g daily,High,Generic Performance,300g-500g,powder,22500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.8
S1849,CeyFit Whey Protein Advanced,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,MuscleTech,2lb-5lb,powder,32500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.9
S1850,BioActive Vitamin C,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Medium,Nature Made,60-120 count,tablet,8400,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S1851,BioActive Green Tea Extract,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,High,Himalaya,60-120 count,capsule,19100,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1852,PureForm Green Tea Extract Plus,Herbal,Arm Muscle Growth,green tea extract; caffeine,1 capsule morning,Medium,Nutricost,60-120 count,capsule,7700,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
