guidance_id,bmi_category,food_name,food_group,calories_kcal,carbs_g,sugar_g,sodium_mg,suitability_score,recommendation_level,guidance_note
BFG01933,Healthy,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Maintain balanced portions and variety.
BFG01934,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG01935,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01936,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG01937,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG01938,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG01939,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01940,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG01941,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG01942,Overweight,Red Rice,grain,210,45,1,5,55,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG01943,Healthy,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,Maintain balanced portions and variety.
BFG01944,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG01945,Overweight,Oats,grain,160,28,1,2,85,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG01946,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG01947,Obese,Chicken Curry,protein,260,6,2,420,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01948,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG01949,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG01950,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG01951,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01952,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG01953,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01954,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG01955,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG01956,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG01957,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG01958,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01959,Healthy,Papaya,fruit,60,15,10,4,82,Recommended,Maintain balanced portions and variety.
BFG01960,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01961,Underweight,Green Tea,beverage,2,0,0,5,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG01962,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG01963,Overweight,White Rice,grain,240,53,0,2,25,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG01964,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG01965,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG01966,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG01967,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG01968,Healthy,Papaya,fruit,60,15,10,4,82,Recommended,Maintain balanced portions and variety.
BFG01969,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG01970,Overweight,White Rice,grain,240,53,0,2,25,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG01971,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG01972,Obese,White Rice,grain,240,53,0,2,15,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01973,Underweight,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG01974,Overweight,Watermelon Juice,beverage,80,20,16,3,88,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG01975,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01976,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG01977,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG01978,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01979,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG01980,Obese,Spinach Curry,leafy vegetable,90,8,2,120,80,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01981,Healthy,Papaya,fruit,60,15,10,4,82,Recommended,Maintain balanced portions and variety.
BFG01982,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG01983,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01984,Healthy,Avocado,fruit,240,12,1,10,70,Use with caution,Maintain balanced portions and variety.
BFG01985,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG01986,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG01987,Healthy,Lentil Curry,legume,180,28,3,260,72,Use with caution,Maintain balanced portions and variety.
BFG01988,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG01989,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG01990,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG01991,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01992,Healthy,Avocado,fruit,240,12,1,10,70,Use with caution,Maintain balanced portions and variety.
BFG01993,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG01994,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG01995,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG01996,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG01997,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG01998,Obese,Apple,fruit,95,25,19,2,55,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG01999,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02000,Obese,Apple,fruit,95,25,19,2,55,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02001,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02002,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02003,Underweight,White Rice,grain,240,53,0,2,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02004,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02005,Underweight,Fish Curry,protein,220,4,1,380,75,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02006,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02007,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02008,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02009,Obese,Watermelon Juice,beverage,80,20,16,3,63,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02010,Obese,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02011,Healthy,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Maintain balanced portions and variety.
BFG02012,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02013,Healthy,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Maintain balanced portions and variety.
BFG02014,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02015,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02016,Underweight,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02017,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02018,Overweight,White Rice,grain,240,53,0,2,25,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02019,Healthy,Fish Curry,protein,220,4,1,380,60,Use with caution,Maintain balanced portions and variety.
BFG02020,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02021,Obese,White Rice,grain,240,53,0,2,15,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02022,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02023,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02024,Obese,Coconut Roti,grain,300,42,4,210,5,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02025,Healthy,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Maintain balanced portions and variety.
BFG02026,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02027,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02028,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02029,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG02030,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02031,Underweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02032,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02033,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02034,Healthy,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Maintain balanced portions and variety.
BFG02035,Obese,Red Rice,grain,210,45,1,5,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02036,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02037,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG02038,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG02039,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG02040,Underweight,Green Tea,beverage,2,0,0,5,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02041,Overweight,Spinach Curry,leafy vegetable,90,8,2,120,75,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02042,Obese,Watermelon Juice,beverage,80,20,16,3,63,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02043,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG02044,Underweight,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02045,Obese,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02046,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG02047,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02048,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02049,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02050,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02051,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02052,Overweight,Red Rice,grain,210,45,1,5,55,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02053,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02054,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02055,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02056,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG02057,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02058,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02059,Overweight,Oats,grain,160,28,1,2,85,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02060,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02061,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02062,Obese,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02063,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02064,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02065,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02066,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02067,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02068,Underweight,Apple,fruit,95,25,19,2,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02069,Obese,White Rice,grain,240,53,0,2,15,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02070,Overweight,Cucumber Salad,vegetable,25,5,2,5,106,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02071,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02072,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02073,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG02074,Obese,Apple,fruit,95,25,19,2,55,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02075,Healthy,Fish Curry,protein,220,4,1,380,60,Use with caution,Maintain balanced portions and variety.
BFG02076,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG02077,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02078,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG02079,Healthy,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Maintain balanced portions and variety.
BFG02080,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02081,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02082,Obese,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02083,Underweight,Oats,grain,160,28,1,2,100,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02084,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02085,Underweight,White Rice,grain,240,53,0,2,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02086,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02087,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02088,Healthy,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,Maintain balanced portions and variety.
BFG02089,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG02090,Overweight,Spinach Curry,leafy vegetable,90,8,2,120,75,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02091,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02092,Healthy,Oats,grain,160,28,1,2,85,Recommended,Maintain balanced portions and variety.
BFG02093,Underweight,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02094,Obese,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02095,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02096,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG02097,Obese,Orange Juice,beverage,110,26,21,2,42,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02098,Obese,Red Rice,grain,210,45,1,5,25,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02099,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02100,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02101,Healthy,Lentil Curry,legume,180,28,3,260,72,Use with caution,Maintain balanced portions and variety.
BFG02102,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02103,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG02104,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02105,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02106,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02107,Underweight,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02108,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02109,Overweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02110,Healthy,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,Maintain balanced portions and variety.
BFG02111,Underweight,Fish Curry,protein,220,4,1,380,75,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02112,Healthy,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Maintain balanced portions and variety.
BFG02113,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG02114,Overweight,Cucumber Salad,vegetable,25,5,2,5,106,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02115,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02116,Obese,Coconut Roti,grain,300,42,4,210,5,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02117,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG02118,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02119,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02120,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02121,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02122,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02123,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02124,Underweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02125,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02126,Obese,Watermelon Juice,beverage,80,20,16,3,63,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02127,Obese,Banana,fruit,105,27,14,1,60,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02128,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02129,Overweight,Red Rice,grain,210,45,1,5,55,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02130,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG02131,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG02132,Overweight,Papaya,fruit,60,15,10,4,92,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02133,Underweight,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02134,Healthy,Lentil Curry,legume,180,28,3,260,72,Use with caution,Maintain balanced portions and variety.
BFG02135,Healthy,White Rice,grain,240,53,0,2,45,Use with caution,Maintain balanced portions and variety.
BFG02136,Underweight,Oats,grain,160,28,1,2,100,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02137,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02138,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02139,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02140,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02141,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02142,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG02143,Overweight,Orange Juice,beverage,110,26,21,2,62,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02144,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02145,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG02146,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02147,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02148,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02149,Underweight,Green Tea,beverage,2,0,0,5,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02150,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02151,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG02152,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02153,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02154,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02155,Underweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02156,Overweight,Orange Juice,beverage,110,26,21,2,62,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02157,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG02158,Overweight,Chicken Curry,protein,260,6,2,420,35,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02159,Overweight,Watermelon Juice,beverage,80,20,16,3,88,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02160,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02161,Obese,White Rice,grain,240,53,0,2,15,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02162,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02163,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02164,Obese,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
