interaction_id,medicine_1_name,medicine_1_active_ingredient,medicine_1_class,medicine_2_name,medicine_2_active_ingredient,medicine_2_class,interaction_risk,severity,risk_score,mechanism,recommendation,source_type,evidence_level
DDI03182,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03183,Furosemide 40mg Tablet,Furosemide,Diuretic,Losar 50 Tablet,Losartan,ARB,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03184,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Warf 5 Tablet,Warfarin,Anticoagulant,Moderate,Moderate,64,Complex interaction may affect anticoagulant and anticonvulsant levels,Medical monitoring recommended,rule_based,medium
DDI03185,Ibu 400 Tablet,Ibuprofen,NSAID,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03186,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03187,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03188,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03189,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03190,Sertraline 50mg Tablet,Sertraline,SSRI,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03191,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03192,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Ibu 400 Tablet,Ibuprofen,NSAID,Moderate,Moderate,56,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03193,Omeprazole 20mg Capsule,Omeprazole,PPI,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03194,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Moderate,Moderate,61,May affect blood sugar control,Monitor glucose during antibiotic course,rule_based,medium
DDI03195,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03196,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03197,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03198,Insulin Regular,Insulin,Antidiabetic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03199,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03200,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03201,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,44,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03202,Ibu 400 Tablet,Ibuprofen,NSAID,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03203,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03204,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03205,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Moderate,Moderate,48,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03206,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03207,Losar 50 Tablet,Losartan,ARB,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03208,Losar 50 Tablet,Losartan,ARB,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03209,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03210,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Moderate,Moderate,45,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03211,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03212,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03213,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03214,Omeprazole 20mg Capsule,Omeprazole,PPI,Insulin Regular,Insulin,Antidiabetic,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03215,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,19,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03216,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03217,Simva 20 Tablet,Simvastatin,Statin,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,49,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03218,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03219,Warf 5 Tablet,Warfarin,Anticoagulant,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03220,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03221,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03222,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Insulin Regular,Insulin,Antidiabetic,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03223,Sertraline 50mg Tablet,Sertraline,SSRI,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03224,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Moderate,Moderate,65,Duplicate or additive effect within Antiplatelet class,Review medicine list with clinician,rule_based,medium
DDI03225,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03226,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03227,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Moderate,Moderate,55,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03228,Warf 5 Tablet,Warfarin,Anticoagulant,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,59,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03229,Metformin 500mg Tablet,Metformin,Antidiabetic,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03230,Metformin 500mg Tablet,Metformin,Antidiabetic,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,60,Combined diabetes medicines may increase hypoglycemia risk,Monitor meals and glucose levels,rule_based,low
DDI03231,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Moderate,Moderate,41,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03232,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Dangerous,Major,90,Duplicate sedative benzodiazepines may increase drowsiness and breathing risk,Avoid duplicate sedatives,synthetic_model,high
DDI03233,Losar 50 Tablet,Losartan,ARB,Insulin Regular,Insulin,Antidiabetic,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03234,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03235,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Insulin Regular,Insulin,Antidiabetic,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03236,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03237,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03238,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03239,Simva 20 Tablet,Simvastatin,Statin,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03240,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03241,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03242,Omeprazole 20mg Capsule,Omeprazole,PPI,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03243,Ibu 400 Tablet,Ibuprofen,NSAID,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03244,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,22,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03245,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Furosemide 40mg Tablet,Furosemide,Diuretic,Moderate,Moderate,40,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03246,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03247,Atorva 20 Tablet,Atorvastatin,Statin,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03248,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,22,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03249,Ibu 400 Tablet,Ibuprofen,NSAID,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03250,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03251,Simva 20 Tablet,Simvastatin,Statin,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03252,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03253,Ibu 400 Tablet,Ibuprofen,NSAID,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03254,Furosemide 40mg Tablet,Furosemide,Diuretic,Atorva 20 Tablet,Atorvastatin,Statin,Moderate,Moderate,63,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03255,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Moderate,Moderate,40,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03256,Metformin 500mg Tablet,Metformin,Antidiabetic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03257,Insulin Regular,Insulin,Antidiabetic,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,26,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03258,Furosemide 40mg Tablet,Furosemide,Diuretic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03259,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Moderate,Moderate,57,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03260,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03261,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03262,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03263,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03264,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03265,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Warf 5 Tablet,Warfarin,Anticoagulant,Dangerous,Major,88,May increase warfarin effect and bleeding risk,Avoid or monitor closely under clinician advice,synthetic_model,low
DDI03266,Simva 20 Tablet,Simvastatin,Statin,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03267,Insulin Regular,Insulin,Antidiabetic,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03268,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03269,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03270,Simva 20 Tablet,Simvastatin,Statin,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03271,Simva 20 Tablet,Simvastatin,Statin,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03272,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03273,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03274,Simva 20 Tablet,Simvastatin,Statin,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Moderate,Moderate,65,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03275,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03276,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03277,Simva 20 Tablet,Simvastatin,Statin,Losar 50 Tablet,Losartan,ARB,Moderate,Moderate,63,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03278,Metformin 500mg Tablet,Metformin,Antidiabetic,Losar 50 Tablet,Losartan,ARB,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03279,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Insulin Regular,Insulin,Antidiabetic,Safe,Low,22,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03280,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,24,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03281,Furosemide 40mg Tablet,Furosemide,Diuretic,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Moderate,Moderate,40,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03282,Omeprazole 20mg Capsule,Omeprazole,PPI,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,4,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03283,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03284,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03285,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03286,Furosemide 40mg Tablet,Furosemide,Diuretic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03287,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03288,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Moderate,Moderate,64,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03289,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03290,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,34,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03291,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03292,Omeprazole 20mg Capsule,Omeprazole,PPI,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03293,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03294,Furosemide 40mg Tablet,Furosemide,Diuretic,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03295,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03296,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03297,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03298,Omeprazole 20mg Capsule,Omeprazole,PPI,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Moderate,Moderate,52,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03299,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03300,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
